log_id,user_id,family_id,appliance_id,appliance_type,device_name,event_type,action_type,operation_state,mode,started_at,ended_at,usage_date,duration_minutes,energy_kwh,error_code,source,dataset_split,period_label,created_at
TRAIN_000383,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,intensive,2025-01-18T20:58:00+09:00,2025-01-18T22:13:00+09:00,2025-01-18,75,0.868,,dummy_thinq_like_log,train,base_routine,2025-01-18T22:13:00+09:00
TRAIN_000019,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-01-19T10:02:00+09:00,2025-01-19T10:52:00+09:00,2025-01-19,50,0.172,,dummy_thinq_like_log,train,base_routine,2025-01-19T10:52:00+09:00
TRAIN_000743,U001,F001,WM001,washer,세탁기,usage,start,completed,bedding,2025-01-19T18:48:00+09:00,2025-01-19T19:49:00+09:00,2025-01-19,61,0.585,,dummy_thinq_like_log,train,base_routine,2025-01-19T19:49:00+09:00
TRAIN_000384,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-01-19T20:47:00+09:00,2025-01-19T22:03:00+09:00,2025-01-19,76,1.105,,dummy_thinq_like_log,train,base_routine,2025-01-19T22:03:00+09:00
TRAIN_000744,U001,F001,DR001,dryer,건조기,usage,start,completed,normal_dry,2025-01-19T20:48:00+09:00,2025-01-19T22:08:00+09:00,2025-01-19,80,1.392,,dummy_thinq_like_log,train,base_routine,2025-01-19T22:08:00+09:00
TRAIN_000020,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,auto_clean,2025-01-20T09:50:00+09:00,2025-01-20T10:38:00+09:00,2025-01-20,48,0.209,,dummy_thinq_like_log,train,base_routine,2025-01-20T10:38:00+09:00
TRAIN_000385,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-01-20T21:14:00+09:00,2025-01-20T22:32:00+09:00,2025-01-20,78,0.939,,dummy_thinq_like_log,train,base_routine,2025-01-20T22:32:00+09:00
TRAIN_000021,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-01-21T10:15:00+09:00,2025-01-21T11:07:00+09:00,2025-01-21,52,0.185,,dummy_thinq_like_log,train,base_routine,2025-01-21T11:07:00+09:00
TRAIN_000386,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,intensive,2025-01-21T21:12:00+09:00,2025-01-21T22:47:00+09:00,2025-01-21,95,0.672,,dummy_thinq_like_log,train,base_routine,2025-01-21T22:47:00+09:00
TRAIN_000022,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-01-22T10:03:00+09:00,2025-01-22T11:04:00+09:00,2025-01-22,61,0.204,,dummy_thinq_like_log,train,base_routine,2025-01-22T11:04:00+09:00
TRAIN_000745,U001,F001,WM001,washer,세탁기,usage,start,completed,delicate,2025-01-22T19:02:00+09:00,2025-01-22T20:19:00+09:00,2025-01-22,77,0.692,,dummy_thinq_like_log,train,base_routine,2025-01-22T20:19:00+09:00
TRAIN_000746,U001,F001,DR001,dryer,건조기,usage,start,completed,speed_dry,2025-01-22T21:05:00+09:00,2025-01-22T22:30:00+09:00,2025-01-22,85,1.252,,dummy_thinq_like_log,train,base_routine,2025-01-22T22:30:00+09:00
TRAIN_000387,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-01-22T21:05:00+09:00,2025-01-22T22:18:00+09:00,2025-01-22,73,0.952,,dummy_thinq_like_log,train,base_routine,2025-01-22T22:18:00+09:00
TRAIN_000023,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,auto_clean,2025-01-23T10:04:00+09:00,2025-01-23T10:55:00+09:00,2025-01-23,51,0.206,,dummy_thinq_like_log,train,base_routine,2025-01-23T10:55:00+09:00
TRAIN_000388,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-01-23T21:34:00+09:00,2025-01-23T22:57:00+09:00,2025-01-23,83,0.904,,dummy_thinq_like_log,train,base_routine,2025-01-23T22:57:00+09:00
TRAIN_000024,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-01-24T09:51:00+09:00,2025-01-24T10:36:00+09:00,2025-01-24,45,0.146,,dummy_thinq_like_log,train,base_routine,2025-01-24T10:36:00+09:00
TRAIN_000389,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-01-24T20:53:00+09:00,2025-01-24T22:21:00+09:00,2025-01-24,88,0.972,,dummy_thinq_like_log,train,base_routine,2025-01-24T22:21:00+09:00
TRAIN_000025,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,auto_clean,2025-01-25T10:13:00+09:00,2025-01-25T11:12:00+09:00,2025-01-25,59,0.184,,dummy_thinq_like_log,train,base_routine,2025-01-25T11:12:00+09:00
TRAIN_000747,U001,F001,WM001,washer,세탁기,usage,start,completed,bedding,2025-01-25T18:31:00+09:00,2025-01-25T19:30:00+09:00,2025-01-25,59,0.431,,dummy_thinq_like_log,train,base_routine,2025-01-25T19:30:00+09:00
TRAIN_000748,U001,F001,DR001,dryer,건조기,usage,start,completed,speed_dry,2025-01-25T20:38:00+09:00,2025-01-25T21:54:00+09:00,2025-01-25,76,1.265,,dummy_thinq_like_log,train,base_routine,2025-01-25T21:54:00+09:00
TRAIN_000390,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,intensive,2025-01-25T21:20:00+09:00,2025-01-25T22:41:00+09:00,2025-01-25,81,0.883,,dummy_thinq_like_log,train,base_routine,2025-01-25T22:41:00+09:00
TRAIN_000026,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-01-26T09:57:00+09:00,2025-01-26T10:49:00+09:00,2025-01-26,52,0.185,,dummy_thinq_like_log,train,base_routine,2025-01-26T10:49:00+09:00
TRAIN_000391,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,quick,2025-01-26T20:54:00+09:00,2025-01-26T22:13:00+09:00,2025-01-26,79,0.95,,dummy_thinq_like_log,train,base_routine,2025-01-26T22:13:00+09:00
TRAIN_000027,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-01-27T10:20:00+09:00,2025-01-27T11:13:00+09:00,2025-01-27,53,0.194,,dummy_thinq_like_log,train,base_routine,2025-01-27T11:13:00+09:00
TRAIN_000392,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,intensive,2025-01-27T21:33:00+09:00,2025-01-27T22:26:00+09:00,2025-01-27,53,0.78,,dummy_thinq_like_log,train,base_routine,2025-01-27T22:26:00+09:00
TRAIN_000028,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,auto_clean,2025-01-28T09:53:00+09:00,2025-01-28T10:45:00+09:00,2025-01-28,52,0.169,,dummy_thinq_like_log,train,base_routine,2025-01-28T10:45:00+09:00
TRAIN_000749,U001,F001,WM001,washer,세탁기,usage,start,completed,delicate,2025-01-28T19:06:00+09:00,2025-01-28T20:01:00+09:00,2025-01-28,55,0.569,,dummy_thinq_like_log,train,base_routine,2025-01-28T20:01:00+09:00
TRAIN_000750,U001,F001,DR001,dryer,건조기,usage,start,completed,speed_dry,2025-01-28T20:58:00+09:00,2025-01-28T22:30:00+09:00,2025-01-28,92,1.643,,dummy_thinq_like_log,train,base_routine,2025-01-28T22:30:00+09:00
TRAIN_000393,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-01-28T21:16:00+09:00,2025-01-28T22:30:00+09:00,2025-01-28,74,0.919,,dummy_thinq_like_log,train,base_routine,2025-01-28T22:30:00+09:00
TRAIN_000029,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,quiet_clean,2025-01-29T10:11:00+09:00,2025-01-29T11:10:00+09:00,2025-01-29,59,0.166,,dummy_thinq_like_log,train,base_routine,2025-01-29T11:10:00+09:00
TRAIN_000394,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,intensive,2025-01-29T20:57:00+09:00,2025-01-29T22:05:00+09:00,2025-01-29,68,0.847,,dummy_thinq_like_log,train,base_routine,2025-01-29T22:05:00+09:00
TRAIN_000030,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-01-30T10:16:00+09:00,2025-01-30T11:15:00+09:00,2025-01-30,59,0.193,,dummy_thinq_like_log,train,base_routine,2025-01-30T11:15:00+09:00
TRAIN_000395,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,intensive,2025-01-30T21:04:00+09:00,2025-01-30T22:40:00+09:00,2025-01-30,96,0.901,,dummy_thinq_like_log,train,base_routine,2025-01-30T22:40:00+09:00
TRAIN_000031,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-01-31T10:00:00+09:00,2025-01-31T10:54:00+09:00,2025-01-31,54,0.167,,dummy_thinq_like_log,train,base_routine,2025-01-31T10:54:00+09:00
TRAIN_000751,U001,F001,WM001,washer,세탁기,usage,start,completed,bedding,2025-01-31T19:15:00+09:00,2025-01-31T20:24:00+09:00,2025-01-31,69,0.464,,dummy_thinq_like_log,train,base_routine,2025-01-31T20:24:00+09:00
TRAIN_000396,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-01-31T21:12:00+09:00,2025-01-31T22:19:00+09:00,2025-01-31,67,0.721,,dummy_thinq_like_log,train,base_routine,2025-01-31T22:19:00+09:00
TRAIN_000752,U001,F001,DR001,dryer,건조기,usage,start,completed,speed_dry,2025-01-31T21:31:00+09:00,2025-01-31T23:15:00+09:00,2025-01-31,104,1.084,,dummy_thinq_like_log,train,base_routine,2025-01-31T23:15:00+09:00
TRAIN_000032,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-02-01T10:08:00+09:00,2025-02-01T10:50:00+09:00,2025-02-01,42,0.137,,dummy_thinq_like_log,train,base_routine,2025-02-01T10:50:00+09:00
TRAIN_000397,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-02-01T21:16:00+09:00,2025-02-01T22:24:00+09:00,2025-02-01,68,0.94,,dummy_thinq_like_log,train,base_routine,2025-02-01T22:24:00+09:00
TRAIN_000033,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,auto_clean,2025-02-02T09:54:00+09:00,2025-02-02T10:41:00+09:00,2025-02-02,47,0.192,,dummy_thinq_like_log,train,base_routine,2025-02-02T10:41:00+09:00
TRAIN_000398,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,intensive,2025-02-02T20:50:00+09:00,2025-02-02T22:00:00+09:00,2025-02-02,70,0.968,,dummy_thinq_like_log,train,base_routine,2025-02-02T22:00:00+09:00
TRAIN_000034,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,quiet_clean,2025-02-03T10:00:00+09:00,2025-02-03T10:52:00+09:00,2025-02-03,52,0.219,,dummy_thinq_like_log,train,base_routine,2025-02-03T10:52:00+09:00
TRAIN_000753,U001,F001,WM001,washer,세탁기,usage,start,completed,cotton,2025-02-03T19:12:00+09:00,2025-02-03T20:17:00+09:00,2025-02-03,65,0.543,,dummy_thinq_like_log,train,base_routine,2025-02-03T20:17:00+09:00
TRAIN_000754,U001,F001,DR001,dryer,건조기,usage,start,completed,normal_dry,2025-02-03T21:04:00+09:00,2025-02-03T22:25:00+09:00,2025-02-03,81,1.471,,dummy_thinq_like_log,train,base_routine,2025-02-03T22:25:00+09:00
TRAIN_000399,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-02-03T21:23:00+09:00,2025-02-03T22:45:00+09:00,2025-02-03,82,0.792,,dummy_thinq_like_log,train,base_routine,2025-02-03T22:45:00+09:00
TRAIN_000035,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,quiet_clean,2025-02-04T09:50:00+09:00,2025-02-04T10:51:00+09:00,2025-02-04,61,0.152,,dummy_thinq_like_log,train,base_routine,2025-02-04T10:51:00+09:00
TRAIN_000400,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,quick,2025-02-04T21:07:00+09:00,2025-02-04T22:17:00+09:00,2025-02-04,70,1.026,,dummy_thinq_like_log,train,base_routine,2025-02-04T22:17:00+09:00
TRAIN_000036,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,auto_clean,2025-02-05T10:10:00+09:00,2025-02-05T10:57:00+09:00,2025-02-05,47,0.17,,dummy_thinq_like_log,train,base_routine,2025-02-05T10:57:00+09:00
TRAIN_000401,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-02-05T21:03:00+09:00,2025-02-05T22:07:00+09:00,2025-02-05,64,0.912,,dummy_thinq_like_log,train,base_routine,2025-02-05T22:07:00+09:00
TRAIN_000037,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-02-06T09:45:00+09:00,2025-02-06T10:26:00+09:00,2025-02-06,41,0.193,,dummy_thinq_like_log,train,base_routine,2025-02-06T10:26:00+09:00
TRAIN_000755,U001,F001,WM001,washer,세탁기,usage,start,completed,bedding,2025-02-06T18:40:00+09:00,2025-02-06T19:32:00+09:00,2025-02-06,52,0.625,,dummy_thinq_like_log,train,base_routine,2025-02-06T19:32:00+09:00
TRAIN_000756,U001,F001,DR001,dryer,건조기,usage,start,completed,normal_dry,2025-02-06T20:48:00+09:00,2025-02-06T22:06:00+09:00,2025-02-06,78,0.965,,dummy_thinq_like_log,train,base_routine,2025-02-06T22:06:00+09:00
TRAIN_000402,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,quick,2025-02-06T21:24:00+09:00,2025-02-06T22:48:00+09:00,2025-02-06,84,0.933,,dummy_thinq_like_log,train,base_routine,2025-02-06T22:48:00+09:00
TRAIN_000038,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-02-07T10:13:00+09:00,2025-02-07T11:03:00+09:00,2025-02-07,50,0.137,,dummy_thinq_like_log,train,base_routine,2025-02-07T11:03:00+09:00
TRAIN_000403,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,quick,2025-02-07T20:49:00+09:00,2025-02-07T22:17:00+09:00,2025-02-07,88,0.919,,dummy_thinq_like_log,train,base_routine,2025-02-07T22:17:00+09:00
TRAIN_000039,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,quiet_clean,2025-02-08T09:40:00+09:00,2025-02-08T10:31:00+09:00,2025-02-08,51,0.187,,dummy_thinq_like_log,train,base_routine,2025-02-08T10:31:00+09:00
TRAIN_000404,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-02-08T21:09:00+09:00,2025-02-08T22:46:00+09:00,2025-02-08,97,1.185,,dummy_thinq_like_log,train,base_routine,2025-02-08T22:46:00+09:00
TRAIN_000040,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-02-09T09:52:00+09:00,2025-02-09T11:00:00+09:00,2025-02-09,68,0.173,,dummy_thinq_like_log,train,base_routine,2025-02-09T11:00:00+09:00
TRAIN_000757,U001,F001,WM001,washer,세탁기,usage,start,completed,cotton,2025-02-09T19:07:00+09:00,2025-02-09T20:12:00+09:00,2025-02-09,65,0.643,,dummy_thinq_like_log,train,base_routine,2025-02-09T20:12:00+09:00
